simulation_id,timestamp,arrival_rate,expert_weights,complexity_sigma,tx_count,tx_by_model,total_bytes,duration_s,energy_j,power_w,j_per_tx,tx_per_second,blocks_used,start_block,end_block
301,2026-01-25T18:59:54.115092,15.1,"{""Fast-Inference"": 0.4043960048894707, ""Standard-Inference"": 0.21541758632767613, ""Complex-Inference"": 0.1651310093683937, ""Ensemble-Inference"": 0.2150553994144595}",0.949,100,"{""0"": 34, ""1"": 22, ""3"": 28, ""2"": 16}",80128,5.93,142.46,24.03,1.4246,16.87,1,606,607
302,2026-01-25T19:00:06.309706,13.15,"{""Fast-Inference"": 0.37759397094837, ""Standard-Inference"": 0.18300133621145528, ""Complex-Inference"": 0.23078650561301234, ""Ensemble-Inference"": 0.20861818722716238}",0.732,100,"{""0"": 35, ""1"": 21, ""2"": 25, ""3"": 19}",66634,6.23,157.05,25.22,1.5705,16.06,1,608,609
303,2026-01-25T19:00:18.133910,29.56,"{""Fast-Inference"": 0.3892879081630558, ""Standard-Inference"": 0.20717873265037226, ""Complex-Inference"": 0.18545671151184367, ""Ensemble-Inference"": 0.21807664767472823}",0.58,100,"{""1"": 20, ""2"": 13, ""0"": 44, ""3"": 23}",59496,5.93,147.8,24.94,1.478,16.87,1,610,611
304,2026-01-25T19:00:30.347826,16.22,"{""Fast-Inference"": 0.38533704472532176, ""Standard-Inference"": 0.22711180743507348, ""Complex-Inference"": 0.1791914943906016, ""Ensemble-Inference"": 0.20835965344900312}",0.925,97,"{""0"": 30, ""3"": 32, ""2"": 14, ""1"": 21}",78110,6.23,148.76,23.87,1.5336,15.57,1,612,613
305,2026-01-25T19:00:42.358467,18.85,"{""Fast-Inference"": 0.3883758126692501, ""Standard-Inference"": 0.20168082810502497, ""Complex-Inference"": 0.19596212377517644, ""Ensemble-Inference"": 0.21398123545054856}",0.692,94,"{""0"": 40, ""3"": 22, ""2"": 19, ""1"": 13}",65160,6.23,150.52,24.17,1.6013,15.09,1,614,615
306,2026-01-25T19:00:54.363402,9.05,"{""Fast-Inference"": 0.4062087197567352, ""Standard-Inference"": 0.1893243954276584, ""Complex-Inference"": 0.20013568386872552, ""Ensemble-Inference"": 0.20433120094688076}",0.395,100,"{""0"": 38, ""2"": 26, ""1"": 14, ""3"": 22}",68481,6.23,148.71,23.87,1.4871,16.05,1,616,617
307,2026-01-25T19:01:06.076682,12.83,"{""Fast-Inference"": 0.40224197404490386, ""Standard-Inference"": 0.1771504187294848, ""Complex-Inference"": 0.2075515096684616, ""Ensemble-Inference"": 0.21305609755714977}",0.481,100,"{""0"": 33, ""1"": 18, ""2"": 19, ""3"": 30}",76843,5.93,141.63,23.88,1.4163,16.86,1,618,619
308,2026-01-25T19:01:18.366302,20.55,"{""Fast-Inference"": 0.3692952691414138, ""Standard-Inference"": 0.23661087012130302, ""Complex-Inference"": 0.19372810508933774, ""Ensemble-Inference"": 0.20036575564794534}",0.475,100,"{""0"": 37, ""3"": 18, ""2"": 17, ""1"": 28}",55852,6.23,151.63,24.33,1.5163,16.04,1,620,621
309,2026-01-25T19:01:30.081893,14.38,"{""Fast-Inference"": 0.36189919836576556, ""Standard-Inference"": 0.23402288924035738, ""Complex-Inference"": 0.21566108528018582, ""Ensemble-Inference"": 0.18841682711369126}",0.796,86,"{""3"": 16, ""2"": 22, ""1"": 21, ""0"": 27}",61673,5.9,143.6,24.32,1.6697,14.56,1,622,623
310,2026-01-25T19:01:42.364878,20.19,"{""Fast-Inference"": 0.39479464979107665, ""Standard-Inference"": 0.17451840932620338, ""Complex-Inference"": 0.23103505084599685, ""Ensemble-Inference"": 0.19965189003672315}",0.603,100,"{""2"": 20, ""0"": 37, ""1"": 23, ""3"": 20}",67042,6.23,152.1,24.4,1.521,16.04,1,624,625
311,2026-01-25T19:01:54.079784,12.51,"{""Fast-Inference"": 0.4305716557285168, ""Standard-Inference"": 0.21040038699244443, ""Complex-Inference"": 0.18487646941635538, ""Ensemble-Inference"": 0.17415148786268334}",0.466,85,"{""3"": 17, ""0"": 33, ""2"": 13, ""1"": 22}",52917,5.91,145.99,24.72,1.7175,14.39,1,626,627
312,2026-01-25T19:02:06.087945,8.94,"{""Fast-Inference"": 0.39827421564632537, ""Standard-Inference"": 0.1824447643127791, ""Complex-Inference"": 0.1991975678280176, ""Ensemble-Inference"": 0.22008345221287803}",0.916,80,"{""2"": 17, ""1"": 13, ""0"": 32, ""3"": 18}",59481,5.89,145.73,24.72,1.8217,13.57,1,628,629
313,2026-01-25T19:02:18.343494,29.26,"{""Fast-Inference"": 0.42053135949266707, ""Standard-Inference"": 0.2128258613538109, ""Complex-Inference"": 0.17643660324716978, ""Ensemble-Inference"": 0.19020617590635236}",0.97,100,"{""3"": 23, ""0"": 42, ""2"": 18, ""1"": 17}",67435,6.23,151.41,24.3,1.5141,16.05,1,630,631
314,2026-01-25T19:02:30.083976,16.17,"{""Fast-Inference"": 0.3796587705798861, ""Standard-Inference"": 0.232110469724906, ""Complex-Inference"": 0.20062097644152263, ""Ensemble-Inference"": 0.18760978325368524}",0.399,100,"{""1"": 25, ""0"": 39, ""2"": 16, ""3"": 20}",61557,5.93,144.61,24.37,1.4461,16.85,1,632,633
315,2026-01-25T19:02:42.112801,17.82,"{""Fast-Inference"": 0.41182282435625295, ""Standard-Inference"": 0.19095850306316664, ""Complex-Inference"": 0.17542631985940896, ""Ensemble-Inference"": 0.2217923527211716}",0.508,96,"{""3"": 15, ""0"": 41, ""1"": 26, ""2"": 14}",55156,5.92,148.98,25.16,1.5519,16.21,1,634,635
316,2026-01-25T19:02:54.358282,9.15,"{""Fast-Inference"": 0.3952310164694715, ""Standard-Inference"": 0.21072045927681216, ""Complex-Inference"": 0.19013247851210652, ""Ensemble-Inference"": 0.20391604574160985}",0.905,90,"{""1"": 17, ""2"": 11, ""0"": 43, ""3"": 19}",57841,6.22,150.43,24.2,1.6714,14.48,1,636,637
317,2026-01-25T19:03:06.356001,15.72,"{""Fast-Inference"": 0.36427982213917914, ""Standard-Inference"": 0.22682740590304476, ""Complex-Inference"": 0.18403705733868891, ""Ensemble-Inference"": 0.2248557146190871}",0.365,100,"{""1"": 31, ""0"": 34, ""3"": 20, ""2"": 15}",61962,6.23,150.98,24.23,1.5098,16.05,1,638,639
318,2026-01-25T19:03:18.100335,21.4,"{""Fast-Inference"": 0.4014820032690934, ""Standard-Inference"": 0.19042850646508572, ""Complex-Inference"": 0.19815268821596835, ""Ensemble-Inference"": 0.20993680204985257}",0.771,100,"{""1"": 18, ""3"": 24, ""0"": 40, ""2"": 18}",74060,5.93,143.08,24.12,1.4308,16.86,1,640,641
319,2026-01-25T19:03:30.125241,23.23,"{""Fast-Inference"": 0.44030759182344453, ""Standard-Inference"": 0.188600553055952, ""Complex-Inference"": 0.17899720526100565, ""Ensemble-Inference"": 0.19209464985959782}",0.322,100,"{""3"": 22, ""1"": 17, ""0"": 44, ""2"": 17}",60540,5.93,143.13,24.15,1.4313,16.87,1,642,643
320,2026-01-25T19:03:42.098627,6.92,"{""Fast-Inference"": 0.3864646815111364, ""Standard-Inference"": 0.2180433966957374, ""Complex-Inference"": 0.19659405570080835, ""Ensemble-Inference"": 0.19889786609231783}",0.302,97,"{""0"": 39, ""1"": 23, ""2"": 16, ""3"": 19}",57990,5.92,143.89,24.29,1.4835,16.37,1,644,645
321,2026-01-25T19:03:54.145499,25.73,"{""Fast-Inference"": 0.36176770680558107, ""Standard-Inference"": 0.2170008899688201, ""Complex-Inference"": 0.20375731378410497, ""Ensemble-Inference"": 0.2174740894414938}",0.535,100,"{""0"": 32, ""1"": 21, ""3"": 21, ""2"": 26}",70380,5.93,144.76,24.41,1.4476,16.86,1,646,647
322,2026-01-25T19:04:06.337310,6.28,"{""Fast-Inference"": 0.40256107173342237, ""Standard-Inference"": 0.1924548213922452, ""Complex-Inference"": 0.21423618918703796, ""Ensemble-Inference"": 0.19074791768729446}",0.597,100,"{""0"": 40, ""3"": 21, ""2"": 18, ""1"": 21}",61982,6.24,151.09,24.23,1.5109,16.04,1,648,649
323,2026-01-25T19:04:18.373278,14.24,"{""Fast-Inference"": 0.37343667791777746, ""Standard-Inference"": 0.18562104082057246, ""Complex-Inference"": 0.215876388963576, ""Ensemble-Inference"": 0.2250658922980741}",0.862,100,"{""3"": 25, ""0"": 39, ""1"": 22, ""2"": 14}",67068,6.23,153.41,24.61,1.5341,16.04,1,650,651
324,2026-01-25T19:04:30.083121,19.75,"{""Fast-Inference"": 0.3764988188615566, ""Standard-Inference"": 0.21503466670844107, ""Complex-Inference"": 0.2181782785925058, ""Ensemble-Inference"": 0.19028823583749646}",0.84,100,"{""0"": 37, ""1"": 23, ""3"": 22, ""2"": 18}",68607,5.93,141.18,23.8,1.4118,16.86,1,652,653
325,2026-01-25T19:04:42.152075,21.51,"{""Fast-Inference"": 0.3936758601472786, ""Standard-Inference"": 0.20438042991573824, ""Complex-Inference"": 0.20351007325184953, ""Ensemble-Inference"": 0.19843363668513372}",0.363,100,"{""2"": 19, ""3"": 28, ""1"": 22, ""0"": 31}",65540,5.93,142.64,24.04,1.4264,16.86,1,654,655
326,2026-01-25T19:04:54.122688,22.2,"{""Fast-Inference"": 0.40363022013684996, ""Standard-Inference"": 0.22122247990681662, ""Complex-Inference"": 0.19463219456415343, ""Ensemble-Inference"": 0.18051510539217994}",0.353,92,"{""2"": 17, ""3"": 20, ""0"": 35, ""1"": 20}",60919,5.91,144.05,24.38,1.5657,15.57,1,656,657
327,2026-01-25T19:05:06.147568,23.0,"{""Fast-Inference"": 0.39595190193893337, ""Standard-Inference"": 0.1779750615393702, ""Complex-Inference"": 0.21302303980868595, ""Ensemble-Inference"": 0.2130499967130106}",0.436,100,"{""2"": 25, ""1"": 18, ""0"": 38, ""3"": 19}",64965,5.93,144.64,24.39,1.4464,16.86,1,658,659
328,2026-01-25T19:05:18.361966,13.19,"{""Fast-Inference"": 0.3587452418755141, ""Standard-Inference"": 0.21432855810830304, ""Complex-Inference"": 0.2111945514313557, ""Ensemble-Inference"": 0.2157316485848272}",0.3,100,"{""1"": 24, ""0"": 37, ""3"": 19, ""2"": 20}",60945,6.24,152.2,24.41,1.522,16.04,1,660,661
329,2026-01-25T19:05:30.373946,7.35,"{""Fast-Inference"": 0.3630411753621504, ""Standard-Inference"": 0.20199099513047744, ""Complex-Inference"": 0.23336613747547913, ""Ensemble-Inference"": 0.2016016920318929}",0.704,100,"{""3"": 18, ""1"": 24, ""0"": 38, ""2"": 20}",65021,6.23,147.18,23.62,1.4718,16.05,1,662,663
330,2026-01-25T19:05:42.273674,11.79,"{""Fast-Inference"": 0.4275645035614624, ""Standard-Inference"": 0.19712431845984257, ""Complex-Inference"": 0.1911808233326885, ""Ensemble-Inference"": 0.1841303546460065}",0.303,100,"{""1"": 17, ""2"": 25, ""0"": 43, ""3"": 15}",56540,5.93,147.93,24.96,1.4793,16.87,1,664,665
331,2026-01-25T19:05:54.100934,19.15,"{""Fast-Inference"": 0.428959388440709, ""Standard-Inference"": 0.1814598227408781, ""Complex-Inference"": 0.20032438032751268, ""Ensemble-Inference"": 0.1892564084909003}",0.968,96,"{""0"": 43, ""3"": 17, ""2"": 16, ""1"": 20}",56709,5.93,140.19,23.66,1.4603,16.2,1,666,667
332,2026-01-25T19:06:06.152120,28.82,"{""Fast-Inference"": 0.4181587544574647, ""Standard-Inference"": 0.17684920112493857, ""Complex-Inference"": 0.18793019590504645, ""Ensemble-Inference"": 0.21706184851255023}",0.586,100,"{""2"": 20, ""0"": 44, ""3"": 25, ""1"": 11}",67370,5.93,145.59,24.54,1.4559,16.85,1,668,669
333,2026-01-25T19:06:18.354193,29.84,"{""Fast-Inference"": 0.40772391502096506, ""Standard-Inference"": 0.18368190642335802, ""Complex-Inference"": 0.18047532346771836, ""Ensemble-Inference"": 0.22811885508795846}",0.359,96,"{""0"": 37, ""2"": 17, ""1"": 19, ""3"": 23}",62176,6.23,150.45,24.16,1.5672,15.42,1,670,671
334,2026-01-25T19:06:30.366462,16.83,"{""Fast-Inference"": 0.4370436244258559, ""Standard-Inference"": 0.17403574158730892, ""Complex-Inference"": 0.2101650084421907, ""Ensemble-Inference"": 0.17875562554464453}",0.424,100,"{""0"": 38, ""2"": 21, ""3"": 18, ""1"": 23}",61056,6.23,149.0,23.91,1.49,16.04,1,672,673
335,2026-01-25T19:06:42.300484,25.84,"{""Fast-Inference"": 0.4325322568787217, ""Standard-Inference"": 0.2122122911545189, ""Complex-Inference"": 0.17190863437611564, ""Ensemble-Inference"": 0.18334681759064372}",0.975,84,"{""2"": 18, ""0"": 33, ""1"": 16, ""3"": 17}",61688,6.2,149.1,24.04,1.775,13.54,1,674,675
336,2026-01-25T19:06:54.103443,11.59,"{""Fast-Inference"": 0.3789765986017742, ""Standard-Inference"": 0.2079721110032477, ""Complex-Inference"": 0.19281548828690226, ""Ensemble-Inference"": 0.22023580210807586}",0.602,98,"{""0"": 36, ""1"": 22, ""3"": 26, ""2"": 14}",64759,5.93,144.66,24.41,1.4762,16.54,1,676,677
337,2026-01-25T19:07:06.140351,18.25,"{""Fast-Inference"": 0.3754821538591241, ""Standard-Inference"": 0.20730561507706702, ""Complex-Inference"": 0.2045824640475819, ""Ensemble-Inference"": 0.21262976701622693}",0.558,100,"{""1"": 17, ""2"": 31, ""3"": 15, ""0"": 37}",68675,5.92,141.49,23.88,1.4149,16.88,1,678,679
338,2026-01-25T19:07:18.308706,25.29,"{""Fast-Inference"": 0.405677906925982, ""Standard-Inference"": 0.21794463585151294, ""Complex-Inference"": 0.18697963733475734, ""Ensemble-Inference"": 0.18939781988774768}",0.875,100,"{""0"": 41, ""2"": 18, ""1"": 21, ""3"": 20}",65857,6.23,151.01,24.24,1.5101,16.05,1,680,681
339,2026-01-25T19:07:30.343269,10.28,"{""Fast-Inference"": 0.39322759232257165, ""Standard-Inference"": 0.21294501970021237, ""Complex-Inference"": 0.22002639967576793, ""Ensemble-Inference"": 0.17380098830144805}",0.928,98,"{""0"": 35, ""2"": 29, ""1"": 19, ""3"": 15}",65789,6.23,151.64,24.35,1.5473,15.74,1,682,683
340,2026-01-25T19:07:42.295217,5.08,"{""Fast-Inference"": 0.4022515990859808, ""Standard-Inference"": 0.21548868426538423, ""Complex-Inference"": 0.17933383093921207, ""Ensemble-Inference"": 0.20292588570942285}",0.41,93,"{""3"": 20, ""2"": 17, ""1"": 23, ""0"": 33}",58376,6.22,148.53,23.87,1.5971,14.94,1,684,685
341,2026-01-25T19:07:54.284237,7.4,"{""Fast-Inference"": 0.42884337102594594, ""Standard-Inference"": 0.174813582192324, ""Complex-Inference"": 0.20722616590490647, ""Ensemble-Inference"": 0.1891168808768235}",0.444,85,"{""0"": 34, ""3"": 20, ""2"": 12, ""1"": 19}",54277,6.21,147.91,23.83,1.7402,13.69,1,686,687
342,2026-01-25T19:08:06.099542,7.32,"{""Fast-Inference"": 0.4094889981016876, ""Standard-Inference"": 0.20648979465068723, ""Complex-Inference"": 0.18861096859052207, ""Ensemble-Inference"": 0.19541023865710322}",0.626,100,"{""2"": 16, ""1"": 34, ""0"": 36, ""3"": 14}",58485,5.93,139.31,23.49,1.3931,16.86,1,688,689
343,2026-01-25T19:08:18.143061,7.18,"{""Fast-Inference"": 0.4558959340611084, ""Standard-Inference"": 0.1740921787078842, ""Complex-Inference"": 0.17170091078324298, ""Ensemble-Inference"": 0.19831097644776433}",0.692,100,"{""1"": 22, ""0"": 43, ""3"": 21, ""2"": 14}",60682,5.93,145.49,24.52,1.4549,16.85,1,690,691
344,2026-01-25T19:08:30.133048,26.04,"{""Fast-Inference"": 0.38944191156694885, ""Standard-Inference"": 0.2164495143157303, ""Complex-Inference"": 0.20508421364213303, ""Ensemble-Inference"": 0.18902436047518772}",0.406,100,"{""1"": 22, ""2"": 15, ""0"": 45, ""3"": 18}",53271,5.93,140.9,23.75,1.409,16.85,1,692,693
345,2026-01-25T19:08:42.320352,23.73,"{""Fast-Inference"": 0.40032505032214294, ""Standard-Inference"": 0.217641490194952, ""Complex-Inference"": 0.19491721264507145, ""Ensemble-Inference"": 0.18711624683783357}",0.542,87,"{""0"": 24, ""2"": 17, ""1"": 21, ""3"": 25}",65429,6.21,154.23,24.83,1.7728,14.01,1,694,695
346,2026-01-25T19:08:54.090547,16.14,"{""Fast-Inference"": 0.3578956416629486, ""Standard-Inference"": 0.21195904178080613, ""Complex-Inference"": 0.20268651923102074, ""Ensemble-Inference"": 0.22745879732522448}",0.626,79,"{""1"": 18, ""2"": 15, ""3"": 21, ""0"": 25}",60427,5.89,140.65,23.86,1.7803,13.4,1,696,697
347,2026-01-25T19:09:06.314629,20.34,"{""Fast-Inference"": 0.36663018614148285, ""Standard-Inference"": 0.22401308722358737, ""Complex-Inference"": 0.18663764368920172, ""Ensemble-Inference"": 0.2227190829457281}",0.518,97,"{""0"": 34, ""1"": 22, ""2"": 13, ""3"": 28}",66293,6.22,147.85,23.75,1.5243,15.58,1,698,699
348,2026-01-25T19:09:18.121040,14.22,"{""Fast-Inference"": 0.4095088565785564, ""Standard-Inference"": 0.17583430857255208, ""Complex-Inference"": 0.18764603641325678, ""Ensemble-Inference"": 0.22701079843563476}",0.955,100,"{""2"": 18, ""0"": 49, ""3"": 21, ""1"": 12}",63851,5.93,143.67,24.23,1.4367,16.87,1,700,701
349,2026-01-25T19:09:30.322666,22.75,"{""Fast-Inference"": 0.38531304991009924, ""Standard-Inference"": 0.20526840492822257, ""Complex-Inference"": 0.21565984641644037, ""Ensemble-Inference"": 0.1937586987452377}",0.676,95,"{""0"": 43, ""1"": 10, ""2"": 25, ""3"": 17}",60201,6.23,147.17,23.64,1.5492,15.26,1,702,703
350,2026-01-25T19:09:42.320983,12.2,"{""Fast-Inference"": 0.42153860504694246, ""Standard-Inference"": 0.1828211555232508, ""Complex-Inference"": 0.21002345841797254, ""Ensemble-Inference"": 0.18561678101183426}",0.404,97,"{""0"": 34, ""2"": 27, ""3"": 18, ""1"": 18}",63677,6.23,155.32,24.93,1.6012,15.57,1,704,705
351,2026-01-25T19:09:54.338250,18.46,"{""Fast-Inference"": 0.4037889962325145, ""Standard-Inference"": 0.20304398084792435, ""Complex-Inference"": 0.19350921806800955, ""Ensemble-Inference"": 0.19965780485155166}",0.446,93,"{""0"": 31, ""1"": 30, ""3"": 18, ""2"": 14}",59566,6.23,155.97,25.05,1.6771,14.94,1,706,707
352,2026-01-25T19:10:06.324170,8.9,"{""Fast-Inference"": 0.382231731856086, ""Standard-Inference"": 0.19042802670281453, ""Complex-Inference"": 0.1873555123756741, ""Ensemble-Inference"": 0.23998472906542542}",0.876,100,"{""1"": 17, ""0"": 46, ""3"": 14, ""2"": 23}",64379,6.24,149.71,24.01,1.4971,16.04,1,708,709
353,2026-01-25T19:10:18.276928,26.82,"{""Fast-Inference"": 0.44455754194326413, ""Standard-Inference"": 0.20650583207039258, ""Complex-Inference"": 0.17731294176152151, ""Ensemble-Inference"": 0.17162368422482177}",0.459,90,"{""0"": 37, ""2"": 20, ""1"": 18, ""3"": 15}",57698,6.21,154.05,24.79,1.7117,14.48,1,710,711
354,2026-01-25T19:10:30.126240,23.48,"{""Fast-Inference"": 0.4304715592497614, ""Standard-Inference"": 0.21766023716013852, ""Complex-Inference"": 0.18103169391179272, ""Ensemble-Inference"": 0.1708365096783073}",0.779,100,"{""0"": 42, ""1"": 17, ""2"": 22, ""3"": 19}",64744,5.93,143.56,24.2,1.4356,16.86,1,712,713
355,2026-01-25T19:10:42.329454,8.03,"{""Fast-Inference"": 0.36915034433391136, ""Standard-Inference"": 0.2269912144980367, ""Complex-Inference"": 0.17602332159800693, ""Ensemble-Inference"": 0.22783511957004499}",0.7,96,"{""1"": 23, ""3"": 24, ""2"": 24, ""0"": 25}",70772,6.22,149.57,24.03,1.5581,15.42,1,714,715
356,2026-01-25T19:10:54.311580,20.82,"{""Fast-Inference"": 0.37292577421529693, ""Standard-Inference"": 0.1965588301276699, ""Complex-Inference"": 0.2288639618367731, ""Ensemble-Inference"": 0.2016514338202601}",0.516,89,"{""0"": 40, ""2"": 16, ""1"": 17, ""3"": 16}",52098,6.21,150.36,24.19,1.6895,14.32,1,716,717
357,2026-01-25T19:11:06.078295,15.16,"{""Fast-Inference"": 0.3759285510847416, ""Standard-Inference"": 0.2318660122656193, ""Complex-Inference"": 0.20578992340801644, ""Ensemble-Inference"": 0.18641551324162262}",0.631,100,"{""3"": 16, ""0"": 34, ""2"": 22, ""1"": 28}",70641,5.93,143.28,24.16,1.4328,16.86,1,718,719
358,2026-01-25T19:11:18.142243,9.44,"{""Fast-Inference"": 0.3518366845407785, ""Standard-Inference"": 0.2146632547574359, ""Complex-Inference"": 0.22735362260324318, ""Ensemble-Inference"": 0.20614643809854244}",0.524,100,"{""0"": 43, ""3"": 18, ""2"": 21, ""1"": 18}",59425,5.93,144.76,24.42,1.4476,16.87,1,720,721
359,2026-01-25T19:11:30.344449,9.29,"{""Fast-Inference"": 0.3744268939122821, ""Standard-Inference"": 0.1894541451424409, ""Complex-Inference"": 0.211302847854034, ""Ensemble-Inference"": 0.22481611309124303}",0.922,100,"{""0"": 49, ""3"": 16, ""2"": 15, ""1"": 20}",58066,6.23,148.78,23.86,1.4878,16.04,1,722,723
360,2026-01-25T19:11:42.365303,25.24,"{""Fast-Inference"": 0.42424008944149666, ""Standard-Inference"": 0.20137520796760225, ""Complex-Inference"": 0.18701065469027583, ""Ensemble-Inference"": 0.1873740479006253}",0.3,87,"{""0"": 37, ""2"": 17, ""3"": 12, ""1"": 21}",46737,6.21,152.98,24.64,1.7584,14.01,1,724,725
361,2026-01-25T19:11:54.288264,8.01,"{""Fast-Inference"": 0.4053641470723771, ""Standard-Inference"": 0.1929180784231066, ""Complex-Inference"": 0.17812362478248872, ""Ensemble-Inference"": 0.22359414972202754}",0.527,93,"{""0"": 37, ""3"": 26, ""2"": 13, ""1"": 17}",61329,6.22,152.6,24.54,1.6408,14.95,1,726,727
362,2026-01-25T19:12:06.373570,8.15,"{""Fast-Inference"": 0.39531286805018573, ""Standard-Inference"": 0.2114092923292071, ""Complex-Inference"": 0.2193826899554901, ""Ensemble-Inference"": 0.17389514966511707}",0.74,95,"{""0"": 37, ""1"": 26, ""3"": 14, ""2"": 18}",57496,6.22,155.03,24.91,1.6319,15.26,1,728,729
363,2026-01-25T19:12:18.089751,25.81,"{""Fast-Inference"": 0.3690472706198923, ""Standard-Inference"": 0.2207919482526914, ""Complex-Inference"": 0.18145579512213092, ""Ensemble-Inference"": 0.22870498600528533}",0.847,100,"{""0"": 34, ""2"": 17, ""3"": 23, ""1"": 26}",67295,5.94,143.5,24.18,1.435,16.85,1,730,731
364,2026-01-25T19:12:30.298396,10.59,"{""Fast-Inference"": 0.3853636364915695, ""Standard-Inference"": 0.21794434413838729, ""Complex-Inference"": 0.19151529144237983, ""Ensemble-Inference"": 0.20517672792766342}",0.973,100,"{""0"": 37, ""2"": 20, ""3"": 21, ""1"": 22}",66043,6.23,151.22,24.27,1.5122,16.05,1,732,733
365,2026-01-25T19:12:42.305615,29.73,"{""Fast-Inference"": 0.4459480362937863, ""Standard-Inference"": 0.16800847300196883, ""Complex-Inference"": 0.1783865466124533, ""Ensemble-Inference"": 0.20765694409179158}",0.5,90,"{""2"": 14, ""3"": 19, ""0"": 40, ""1"": 17}",56705,6.22,148.36,23.85,1.6484,14.47,1,734,735
